"deviceName","date","time","state","volts","radioPowerLevel","repeated"
"BIFOLD","2025-03-02","10:46:52",1,3793,-89,""
"BIFOLD","2025-03-02","10:46:53",2,3793,-89,""
"BIFOLD","2025-03-02","13:32:28",1,3808,-81,""
"BIFOLD","2025-03-02","13:32:29",2,3808,-81,""
"BIFOLD","2025-03-02","13:32:52",1,3807,-71,""
"BIFOLD","2025-03-02","13:32:53",2,3807,-71,""
"BIFOLD","2025-03-02","13:32:54",1,3807,-71,""
"BIFOLD","2025-03-02","13:32:55",1,3807,-69,"XOK"
"BIFOLD","2025-03-02","13:32:56",2,3807,-69,""
"BIFOLD","2025-03-02","13:32:57",1,3807,-69,""
"LOUNGE","2025-03-02","13:45:40",1,4027,-78,"XOK"
"LOUNGE","2025-03-02","13:45:41",2,4027,-78,""
"FRONT","2025-03-02","14:12:35",2,4095,-92,"X"
"FRONT","2025-03-02","14:13:49",1,4095,-83,""
"FRONT","2025-03-02","14:13:50",2,4095,-83,""
"FRONT","2025-03-02","14:15:05",1,4095,-81,""
"FRONT","2025-03-02","14:15:06",2,4095,-81,""
"FRONT","2025-03-02","14:15:13",2,4095,-85,"X"
"FRONT","2025-03-02","14:19:42",74,3800,-83,""
"FRONT","2025-03-02","14:19:51",2,4095,-88,""
"LOUNGE","2025-03-02","14:40:34",2,4048,-83,"XOK"
"LOUNGE","2025-03-02","14:40:36",1,4048,-83,""
"DINING","2025-03-04","07:41:13",2,3825,-82,""
"BIFOLD","2025-03-06","17:26:48",2,3835,-85,""
"BIFOLD","2025-03-06","17:27:05",1,3825,-72,""
"FRONT","2025-03-07","17:42:29",1,4038,-81,""
"FRONT","2025-03-07","17:42:44",2,4015,-87,""
"BIFOLD","2025-03-08","15:14:43",2,3831,-83,""
"BIFOLD","2025-03-08","15:15:12",1,3824,-62,""
"BIFOLD","2025-03-08","15:41:29",2,3824,-79,""
"BIFOLD","2025-03-08","15:41:30",1,3824,-79,""
"BIFOLD","2025-03-08","15:41:31",2,3824,-79,""
"BIFOLD","2025-03-08","15:42:20",1,3818,-68,""
"BIFOLD","2025-03-08","15:42:21",2,3818,-68,""
"BIFOLD","2025-03-08","15:42:22",1,3818,-74,""
"BIFOLD","2025-03-08","15:42:23",2,3818,-74,""
"BIFOLD","2025-03-08","15:42:25",1,3818,-74,""
"BIFOLD","2025-03-09","08:32:42",2,3781,-77,""
"BIFOLD","2025-03-09","08:33:23",1,3792,-70,""
"BIFOLD","2025-03-09","08:33:24",2,3792,-70,""
"BIFOLD","2025-03-09","08:33:25",1,3792,-70,""
"BIFOLD","2025-03-09","08:40:45",2,3779,-82,""
"BIFOLD","2025-03-09","08:41:18",1,3792,-70,""
"BIFOLD","2025-03-10","17:22:11",2,3791,-76,""
"BIFOLD","2025-03-10","17:22:16",1,3795,-77,""
"BIFOLD","2025-03-10","17:22:17",2,3795,-77,""
"BIFOLD","2025-03-10","17:22:35",1,3807,-85,""
"BIFOLD","2025-03-10","17:22:36",2,3807,-85,""
"BIFOLD","2025-03-10","17:22:37",1,3807,-85,""
"BIFOLD","2025-03-10","17:22:47",2,3806,-69,""
"BIFOLD","2025-03-10","17:23:02",1,3812,-70,""
"BIFOLD","2025-03-10","17:23:03",2,3812,-70,""
"BIFOLD","2025-03-10","17:23:04",1,3812,-70,""
"FRONT","2025-03-11","16:11:55",1,3921,-79,""
"FRONT","2025-03-12","07:31:58",2,3960,-86,""
"FRONT","2025-03-12","07:32:04",1,3927,-85,""
"FRONT","2025-03-12","17:23:52",1,3961,-82,"XOK"
"FRONT","2025-03-12","17:23:53",2,3961,-82,""
"FRONT","2025-03-13","13:06:32",2,3965,-83,"XOK"
"FRONT","2025-03-13","13:06:33",1,3965,-83,""
"FRONT","2025-03-13","13:06:34",2,3965,-83,""
"FRONT","2025-03-13","13:06:35",1,3965,-83,""
"FRONT","2025-03-13","13:06:37",2,3965,-83,""
"FRONT","2025-03-13","17:38:35",1,3963,-88,""
"FRONT","2025-03-13","17:38:36",2,3963,-88,""
"FRONT","2025-03-13","20:30:10",1,3955,-85,""
"FRONT","2025-03-13","20:30:11",2,3955,-85,""
"BIFOLD","2025-03-14","17:51:16",2,3767,-78,""
"BIFOLD","2025-03-14","17:51:17",1,3767,-78,""
"BIFOLD","2025-03-14","17:51:18",2,3767,-78,""
"BIFOLD","2025-03-14","17:51:24",1,3790,-76,""
"FRONT","2025-03-14","18:56:50",2,3960,-84,"X"
"BIFOLD","2025-03-15","08:36:25",2,3747,-63,""
"BIFOLD","2025-03-15","08:50:31",1,3750,-80,""
"BIFOLD","2025-03-15","08:51:36",2,3762,-71,""
"FRONT","2025-03-15","12:07:29",,,-86,""
"BIFOLD","2025-03-15","13:49:06",1,3763,-83,""
"BIFOLD","2025-03-15","13:49:07",2,3763,-83,""
"BIFOLD","2025-03-15","14:12:08",1,3762,-70,""
"BIFOLD","2025-03-15","14:12:09",2,3762,-70,""
"BIFOLD","2025-03-15","14:27:04",1,3769,-76,""
"BIFOLD","2025-03-15","14:27:06",2,3769,-76,""
"BIFOLD","2025-03-15","15:31:39",1,3771,-78,""
"BIFOLD","2025-03-15","15:32:00",2,3763,-76,""
"BIFOLD","2025-03-15","18:04:06",1,3717,-87,""
"BIFOLD","2025-03-15","18:05:00",2,3759,-76,""
"BIFOLD","2025-03-15","18:09:30",1,3756,-68,""
"FRONT","2025-03-16","08:56:08",1,3923,-87,""
"BIFOLD","2025-03-16","09:14:17",2,3743,-86,""
"BIFOLD","2025-03-16","09:14:18",1,3743,-86,""
"BIFOLD","2025-03-16","09:14:19",2,3743,-86,""
"BIFOLD","2025-03-16","09:14:33",1,3767,-68,""
"BIFOLD","2025-03-16","20:26:56",2,3780,-74,""
"BIFOLD","2025-03-17","17:23:32",1,3795,-75,""
"FRONT","2025-03-17","17:37:10",2,3957,-83,""
"BIFOLD","2025-03-17","17:44:07",1,3792,-78,"XOK"
"BIFOLD","2025-03-17","17:44:08",2,3792,-78,""
"BIFOLD","2025-03-17","17:44:09",1,3792,-84,""
"BIFOLD","2025-03-17","17:44:10",2,3792,-84,""
"BIFOLD","2025-03-17","17:44:11",1,3792,-84,""
"BIFOLD","2025-03-17","17:44:12",1,3792,-84,"XOK"
"BIFOLD","2025-03-17","17:44:13",2,3783,-84,""
"BIFOLD","2025-03-17","17:44:14",1,3783,-75,""
"BIFOLD","2025-03-19","06:40:37",1,3800,-70,"X"
"BIFOLD","2025-03-19","10:02:00",2,3826,-73,""
"BIFOLD","2025-03-19","15:24:19",1,3864,-70,""
"BIFOLD","2025-03-19","17:56:40",2,3871,-72,""
"BIFOLD","2025-03-19","17:56:42",1,3871,-72,""
"BIFOLD","2025-03-19","17:57:00",1,3853,-69,"X"
"BIFOLD","2025-03-21","13:47:19",1,3906,-72,"XOK"
"BIFOLD","2025-03-21","13:47:29",2,3905,-78,""
"BIFOLD","2025-03-21","13:47:31",1,3905,-78,""
"FRONT","2025-03-21","20:27:14",1,3920,-85,""
"FRONT","2025-03-22","06:59:15",2,3960,-86,""
"LOUNGE","2025-03-22","11:17:05",2,4052,-88,""
"LOUNGE","2025-03-22","11:17:17",1,4023,-73,""
"BIFOLD","2025-03-22","16:41:29",2,3932,-77,""
"BIFOLD","2025-03-22","16:42:15",1,3924,-73,""
"BIFOLD","2025-03-22","16:42:16",2,3924,-73,""
"BIFOLD","2025-03-23","09:10:46",1,3883,-84,""
"BIFOLD","2025-03-23","09:11:43",2,3899,-77,""
"LOUNGE","2025-03-23","15:32:17",2,4032,-78,""
"LOUNGE","2025-03-23","15:33:09",1,4025,-76,""
"BIFOLD","2025-03-23","16:40:34",1,3906,-69,""
"BIFOLD","2025-03-23","16:44:43",2,3904,-85,""
"BIFOLD","2025-03-23","16:44:44",1,3904,-85,""
"BIFOLD","2025-03-24","17:55:07",2,3906,-80,""
"BIFOLD","2025-03-24","18:06:54",1,3892,-73,""
"BIFOLD","2025-03-25","08:04:37",2,3848,-82,""
"BIFOLD","2025-03-25","08:04:45",1,3852,-82,""
"BIFOLD","2025-03-25","08:06:58",2,3896,-85,""
"BIFOLD","2025-03-25","08:07:07",1,3865,-87,""
"BIFOLD","2025-03-25","08:07:09",2,3862,-79,""
"BIFOLD","2025-03-25","08:07:10",1,3862,-79,""
"LOUNGE","2025-03-25","11:26:04",2,4032,-86,""
"LOUNGE","2025-03-25","11:26:59",1,4025,-79,""
"BIFOLD","2025-03-26","09:37:05",1,3886,-77,"XOK"
"BIFOLD","2025-03-26","09:37:18",2,3874,-85,""
"FRONT","2025-03-26","10:21:39",1,3955,-83,""
"BIFOLD","2025-03-26","14:43:33",1,3906,-73,""
"BIFOLD","2025-03-26","14:43:39",2,3886,-68,""
"BIFOLD","2025-03-26","17:12:36",1,3896,-84,""
"BIFOLD","2025-03-26","17:12:38",2,3896,-84,""
"FRONT","2025-03-26","17:46:21",1,3975,-89,"XOK"
"FRONT","2025-03-26","17:46:40",2,3976,-86,""
"FRONT","2025-03-27","15:19:03",1,3933,-84,""
"BIFOLD","2025-03-28","16:01:22",1,3892,-78,""
"BIFOLD","2025-03-28","16:01:33",2,3885,-65,""
"BIFOLD","2025-03-28","16:01:34",1,3885,-65,""
"FRONT","2025-03-29","11:53:16",1,3815,-82,"X"
"BIFOLD","2025-03-29","12:06:07",2,3793,-75,""
"BIFOLD","2025-03-29","12:31:50",1,3816,-68,""
"BIFOLD","2025-03-29","12:31:51",2,3816,-68,""
"BIFOLD","2025-03-29","12:31:53",1,3816,-68,""
"BIFOLD","2025-03-29","12:31:54",2,3816,-68,""
"BIFOLD","2025-03-29","12:47:06",1,3833,-75,""
"BIFOLD","2025-03-29","12:49:51",2,3736,-69,""
"BIFOLD","2025-03-29","13:26:33",1,3825,-82,""
"BIFOLD","2025-03-29","14:05:13",2,3834,-84,""
"BIFOLD","2025-03-29","16:08:21",1,3807,-71,""
"BIFOLD","2025-03-29","16:08:22",2,3807,-71,""
"LOUNGE","2025-03-29","16:28:48",2,4047,-88,""
"LOUNGE","2025-03-29","16:28:57",1,4024,-87,""
"FRONT","2025-03-29","17:02:10",2,3938,-74,""
"BIFOLD","2025-03-29","17:08:18",2,3804,-69,"X"
"BIFOLD","2025-03-30","08:06:02",2,3793,-84,"XOK"
"BIFOLD","2025-03-30","08:06:04",1,3793,-84,""
"BIFOLD","2025-03-30","09:01:44",2,3767,-84,""
"BIFOLD","2025-03-30","09:01:45",1,3767,-84,""
"BIFOLD","2025-03-30","09:20:00",2,3786,-77,""
"BIFOLD","2025-03-30","09:20:02",1,3786,-77,""
"BIFOLD","2025-03-30","09:20:03",2,3786,-80,""
"BIFOLD","2025-03-30","09:20:04",1,3786,-80,""
"BIFOLD","2025-03-30","09:20:05",2,3786,-80,""
"BIFOLD","2025-03-30","09:59:58",1,3816,-79,""
"BIFOLD","2025-03-30","10:00:00",2,3816,-74,""
"BIFOLD","2025-03-30","10:26:49",1,3811,-77,""
"BIFOLD","2025-03-30","10:26:50",2,3811,-77,""
"BIFOLD","2025-03-30","10:27:17",1,3800,-69,""
"BIFOLD","2025-03-30","10:41:25",2,3811,-79,""
"BIFOLD","2025-03-30","10:41:26",1,3811,-79,""
"BIFOLD","2025-03-30","10:41:27",2,3811,-79,""
"BIFOLD","2025-03-30","10:42:04",1,3814,-83,""
"BIFOLD","2025-03-30","10:42:05",2,3814,-83,""
"BIFOLD","2025-03-30","10:42:06",1,3814,-83,""
"BIFOLD","2025-03-30","10:42:08",2,3814,-83,""
"BIFOLD","2025-03-30","10:42:09",1,3814,-83,""
"BIFOLD","2025-03-30","10:42:10",2,3814,-83,""
"BIFOLD","2025-03-30","10:42:11",1,3814,-83,""
"LOUNGE","2025-03-30","10:57:18",2,4034,-87,""
"LOUNGE","2025-03-30","10:57:31",1,4001,-83,""
"BIFOLD","2025-03-30","10:59:35",2,3832,-87,""
"BIFOLD","2025-03-30","11:00:17",1,3806,-80,""
"BIFOLD","2025-03-30","13:57:44",2,3829,-85,""
"BIFOLD","2025-03-30","13:57:45",1,3829,-85,""
"BIFOLD","2025-03-30","13:57:57",2,3811,-66,""
"BIFOLD","2025-03-30","13:57:58",1,3811,-66,""
"BIFOLD","2025-03-30","16:20:01",2,3833,-75,""
"BIFOLD","2025-03-30","16:20:06",1,3819,-71,""
"BIFOLD","2025-03-31","17:20:45",2,3846,-76,""
"BIFOLD","2025-03-31","17:21:26",1,3849,-74,""
"FRONT","2025-04-01","15:56:03",1,3949,-83,""
"FRONT","2025-04-01","15:56:04",2,3949,-83,""
"BIFOLD","2025-04-03","05:17:35",2,3802,-86,""
"BIFOLD","2025-04-03","05:17:38",1,3783,-79,""
"BIFOLD","2025-04-03","05:17:39",2,3783,-79,""
"BIFOLD","2025-04-03","05:17:55",1,3808,-75,""
